(1403,404) 24727 23686 2330 2540 15791 4167 4040 17607 4487 1340 4609 17093 2905 3917 13612 16656 4576 13393 16505 254 2213 3830 6615 12677 826 6572 9459 11096 19303 3550 1725 20029 11796 6720 10212 121 21259 5619 13784 10968 18460 17617 1702 3213 293 9483 7403 14302 9966 6366 15156 21758 13718 2612 245 20916 7207 3970 24922 15213 3393 7144 10635 12536 463 490 14360 12940 8092 847 7113 6298 12120 16074 22240 23551 18300 5669 452 13187 17650 2372 13542 19725 14235 23143 10087 17024 16676 23854 14534 10892 14005 11329 13900 4528 10879 911 22507 11871
(1404,7654) 8057 17463 13498 7156 21126 16227 17590 11233 11679 5509 8076 1042 563 17963 10087 20249 12408 13350 25010 14957 21560 15298 23646 12546 21600 5253 1718 12560 5727 7285 9606 8563 2620 8350 21317 20521 17853 21528 7913 10160 20007 18061 23983 5172 1597 11395 5548 10619 19594 24035 7757 12032 21416 3782 24497 14151 13587 25065 2521 1035 6158 9253 16775 4432 16409 6552 7629 19947 2018 20248 20282 14529 6234 11270 16848 21218 7885 3433 18221 15036 14474 14355 13367 4785 23190 5505 10092 5488 10127 1449 16868 13724 21985 15820 12557 4123 20903 12295 14764 12730
(1405,8701) 5182 24422 14732 2555 12004 4532 22601 6327 14923 20696 13884 18301 22472 12005 2591 13965 17408 24608 7481 24820 17227 4951 21350 9214 21494 21135 21689 23858 22205 11523 107 22278 3392 1167 22423 4702 18883 8805 3142 18163 23304 22208 6146 983 22796 13953 14841 8645 3047 5385 16788 23473 20010 8622 3558 11418 20782 8978 19006 7702 9197 12026 16667 22520 6250 3486 11391 23574 165 12126 14316 5286 3641 133 11457 1986 23915 19985 979 24502 12398 21393 11245 15123 1949 18530 9309 18918 10679 18190 23224 24725 17316 23282 2927 19580 21883 23732 5865 3407
(1406,23287) 6325 17312 11669 4203 4916 6390 8593 12768 1508 2173 9865 11338 10841 19606 11064 13967 17477 9059 22138 3402 8986 6606 22475 400 4279 23394 23264 14069 14390 11003 16835 24081 12105 27 12424 18268 6023 19811 8115 7459 9831 2200 20991 18944 675 23505 22750 9101 21489 19858 11359 16185 2379 14780 17070 23884 3650 19892 1544 14676 14638 9886 20006 5070 15245 20699 7635 1167 4555 8465 1880 22273 8383 10428 4662 5475 21716 1749 22090 11476 24826 1784 12748 17413 19682 929 10337 15783 4443 609 23722 12775 6373 13980 11169 11571 12741 5868 18036 18566
(1407,19216) 12740 5273 1851 7169 10266 12436 11350 3531 8243 6168 19712 17685 2566 15731 18542 5961 550 2897 24840 2887 8806 18355 19257 11054 6899 14866 18033 1427 24168 20468 3667 23843 23126 8400 10802 1815 6689 22841 23985 21949 17590 21833 11210 12922 10146 15280 19775 17692 19780 1302 4367 20503 25041 6835 21090 23228 22959 12639 2698 24670 21171 20461 6231 10230 16517 9008 15546 21941 272 5981 21945 18182 18305 2230 15423 2488 4252 19922 13249 7934 17579 17657 1744 10420 9397 7843 15992 20360 19759 18056 21856 16221 1016 13300 22596 22763 13576 15694 20838 15920
(1408,22792) 10768 10212 3828 15435 12472 8371 23530 11908 10962 16478 7203 16224 12065 8676 15890 20998 24936 13729 16722 23371 14342 16806 18480 5103 6705 10468 18482 2579 11876 490 13293 15998 17399 24336 15393 20947 18242 10889 24390 23873 2050 963 9443 16603 1452 16491 24159 8838 19009 20093 24575 7961 3649 16768 7066 17713 10376 17209 7990 1152 11038 1195 9826 22497 23262 20052 2609 13038 9018 296 8821 15653 4590 6667 25077 22528 14169 5507 7973 4195 12689 24317 1206 19442 13178 24837 8154 19431 13954 17789 7376 9248 4115 20085 24492 809 486 21464 13357 9738
(1409,18028) 14168 11124 18854 8028 3982 18656 1630 22829 10321 21233 19395 21056 21691 5437 13972 1946 5654 4969 1270 16563 6208 13299 5509 10963 1743 14617 17896 7718 15385 14577 5911 10255 24255 18087 18561 15582 21616 17486 7764 8757 13940 11333 13985 4833 5297 18691 5044 3299 11919 9555 14274 3257 8481 6607 18952 13745 19076 6181 21997 19385 9999 9160 24638 22498 5362 18805 8976 770 22235 3545 5350 23731 1322 20489 8287 5070 7193 18938 2678 497 4994 9819 17841 7136 2251 23287 743 19581 3909 14851 18340 16891 24287 2210 17509 14610 21277 17110 4065 9437
(1410,3938) 24557 13089 13099 20982 2674 7306 3802 6990 24066 3549 22080 8251 24898 7759 3345 11530 7453 5745 15281 15305 15763 2656 19374 16081 18850 10623 19863 15119 22302 3756 7344 14194 11056 8730 7641 20407 20443 20863 10594 14628 2448 13466 14447 11555 220 18983 16104 14223 12780 21078 11542 1894 8736 20572 2804 8798 14100 17325 17001 9025 14761 12977 12070 19416 19213 7298 17644 24264 4580 16467 10088 998 18869 22452 19178 22372 4977 464 25080 23068 3509 14188 21516 8954 1691 8217 15181 17183 4106 10361 24969 18754 5290 25033 24198 16318 2838 110 23071 6900
(1411,23629) 11249 3393 22236 3376 23037 20267 11679 18650 21169 22078 3630 13168 7398 320 22312 10573 497 15236 19301 21123 24410 6005 21564 2429 13175 11455 23702 17266 18504 12170 20640 22653 6383 1069 14873 10924 23075 17688 19655 20184 20759 16863 11098 22637 34 24157 13912 13390 849 16944 17487 8396 1724 5823 5787 19543 18730 10907 10928 7840 9235 8388 21038 7657 20202 842 23256 2978 5058 8237 3136 18695 1723 22635 4128 2956 8886 10159 9596 12415 15185 15895 16332 8556 10700 1114 14199 24401 18986 4406 7801 5335 14735 9309 7494 10648 4617 6605 2416 13847
(1412,9327) 24475 24276 3603 3435 16737 20953 6485 7388 12995 23603 8420 15877 6096 22794 7714 11507 12669 20168 14943 10438 2278 4390 18503 17768 8252 22254 16209 1056 690 23159 11937 10430 11760 7073 2645 7265 17856 18319 14814 16090 1014 16780 3679 18272 10862 3545 9089 14439 15577 17007 18111 12113 22023 6933 18463 4550 19882 2997 8337 14621 24847 4092 13276 7933 7657 14826 20738 264 21972 22481 11079 17072 19543 19137 4297 2869 21152 22143 8000 16035 14992 24069 8328 9236 19367 19385 19434 17885 23356 2304 23130 19028 6690 22610 18485 5774 23552 3134 11550 22358
(1413,7862) 3847 1866 17042 23862 8227 17658 17610 21413 22899 2166 4277 10547 21944 22289 7911 19122 21293 4678 2710 6594 19612 24193 7696 14417 7620 23432 23820 3611 20893 23184 5453 14950 7592 24946 21209 6760 18916 9954 10834 5663 6384 13173 16141 5625 24693 6112 20892 18555 740 10490 6914 18183 24607 13311 9806 19583 5001 11007 7616 17231 1223 23168 6796 25069 15437 6795 4209 22763 19800 23814 3023 10187 21919 3584 3670 5135 19729 6110 8838 20521 4405 2793 8757 2464 20330 317 23783 1447 2612 1012 1719 20403 22119 24058 12908 2859 616 19581 875 8172
(1414,19894) 22756 21569 5759 12295 14831 18244 20148 3198 12547 10404 19735 7962 4093 6558 10071 11407 3994 5940 20939 7846 10261 5317 9432 9780 9955 22346 22536 24715 9074 6635 18238 2984 18254 18084 5960 22926 12259 14426 6984 6540 3589 23891 7114 541 1965 23889 24936 6883 8457 9220 14728 4359 23688 19049 22476 12430 3553 7092 718 9997 119 8558 9370 17613 15249 1393 18718 8182 22066 22645 124 8105 3214 9260 16433 24767 19453 19890 8069 20370 1597 1616 18894 24487 5431 22750 10269 22042 16099 43 4687 18909 7534 10576 21894 21033 9622 9851 16720 7489
(1415,17523) 18283 2813 12638 17321 1602 8174 23327 4974 7323 23692 21714 18275 4874 4315 20606 10558 4475 10495 15327 16314 14097 24205 3457 16282 23838 2443 11721 14376 7289 16618 12085 23622 16838 9991 19171 24404 2646 16087 1396 5659 24616 1830 14753 4038 16221 14188 4043 5158 12618 23455 18739 14872 14389 4916 24736 10517 20221 17182 22597 4963 4382 20554 8758 15268 2334 13552 23383 20173 22625 2424 16131 11117 11208 93 1760 10172 15549 22637 18353 18853 1920 317 19751 21124 20880 21301 2932 9809 16677 7314 19030 1345 14884 21094 2851 5019 15505 15895 23827 10848
(1416,21721) 2326 9362 22818 21999 2848 13837 4565 21498 20843 10080 24482 20611 12776 22473 4171 24280 19580 5592 24733 10003 17617 20918 18168 25044 20898 20832 19166 23253 8406 7666 22150 10652 7275 16732 2295 5385 16914 13840 1083 1447 9569 21165 13813 14428 19053 4337 15469 20347 8294 8550 6780 388 17585 22907 12093 22956 5125 12259 17002 1237 1074 13236 14532 3123 16013 13304 22335 20698 17818 22498 402 6666 16807 6259 15540 11893 14614 5799 8644 2898 13914 20824 7089 18045 22276 1631 14461 22436 17009 9582 2420 10225 17098 2581 21706 16739 377 15769 20529 3995
(1417,4759) 18447 15623 596 14487 23942 1202 24783 9418 13378 17719 9469 19529 13268 21644 12342 17344 8573 21584 16251 14851 13611 12403 14149 17396 10665 7474 23291 3571 19163 11807 18770 17783 12190 17836 5755 8631 13644 697 14036 3584 6442 12933 14788 12025 22994 13253 24098 2230 10517 12351 5120 20955 19094 10131 12239 3608 21345 12312 22818 15487 11976 2833 3442 24339 22742 5398 9634 6327 8559 269 12228 22716 16501 18993 2352 8444 1033 9842 22899 11793 2368 16140 15164 24737 16094 22559 5185 16636 4873 7118 23627 16391 9327 18267 1522 9441 7634 3786 1504 18929
(1418,14305) 7753 4967 11984 4178 19491 599 9506 24748 25062 23731 11576 14780 6232 13118 17300 7390 2533 17313 9456 3130 20617 13622 2159 23438 9800 1245 5913 22350 23632 12010 12892 535 9540 2758 4664 2829 4216 5890 6363 22731 23188 3518 4949 17804 14490 13621 23208 4272 23345 21233 1313 24604 8380 19064 3385 16884 22776 19208 14028 14104 19631 21533 16370 10846 20095 4265 17312 11774 10251 21002 11348 12816 14142 8510 3028 24688 115 9488 17387 13475 3501 6963 8719 9040 2824 20728 14504 4944 16268 12409 1058 6102 9155 20393 3478 12400 5299 17176 3300 3081
(1419,22886) 391 6056 21503 13885 19819 4457 6831 16570 18418 7485 3943 15308 23249 21635 14112 8810 22230 12548 9055 2383 24329 22566 1600 1520 4343 2102 9188 17709 7560 8400 2382 23741 3304 24737 16214 19582 6646 14880 21502 4130 11373 7504 17352 21219 20790 1342 13692 23223 10873 23211 9252 17828 405 2397 23074 10557 4844 3576 851 14867 22807 23830 5422 6132 11918 21955 5760 6262 8291 15598 9804 6638 5399 7383 14140 4997 1223 23663 5458 15371 20672 9313 18534 14106 15696 24302 12912 4744 11984 2156 4146 19498 21333 6725 17930 21878 6304 24259 14458 22535
(1420,16058) 10608 13539 14017 9904 15503 16746 21329 11705 14608 1366 10865 8526 13570 4744 22394 11156 4888 19656 17304 17209 4336 1169 21039 10419 10293 19324 2354 24363 329 10271 867 12586 18783 2679 21445 7815 23133 3081 23262 1259 17032 3047 16695 9987 22513 1231 11407 8310 15193 20515 16806 20486 868 8018 1877 12761 3920 7473 12461 16201 4856 12602 10204 9353 16706 9179 1829 4203 10128 8772 7947 12402 23190 8438 2497 397 17367 8727 14255 18797 19872 19196 23741 14460 78 6359 14617 6156 17151 13258 7891 15402 23485 8422 5915 20913 21609 1127 7804 4436
(1421,13029) 509 22863 11281 19750 21990 13775 5088 2677 1058 24659 3375 18585 11067 3520 19246 15465 21639 11205 1430 4861 19292 16159 20173 1297 24902 1047 12705 16465 3711 7015 19208 21926 8865 642 6225 6548 18565 4481 23141 2523 22928 10921 4775 12199 11203 18896 24148 5599 11520 11876 24908 2186 4328 20000 1838 11111 5873 21392 14698 22828 21556 23706 18872 13056 13057 21592 16073 19485 22460 20070 22903 10606 7951 4884 2535 10477 22125 5659 23793 7041 18593 10746 1774 6146 15082 14448 10911 10375 6496 2391 2330 14287 3167 21647 4980 23640 8650 24159 22952 8604
(1422,5626) 24534 13850 6548 22402 2553 13465 14527 6678 10895 20911 14432 5996 12945 18023 7375 14995 17280 9545 20160 1039 18227 23276 9238 24642 9127 11944 8111 8452 5006 24881 23034 15826 20428 15545 3372 13517 1323 3929 10340 16995 4061 9033 8696 4241 18710 4371 14349 23839 21070 24908 0 20201 4 1571 10514 19404 16268 6870 9993 2877 17321 12298 11242 3956 3856 22031 20289 15148 13700 24960 2142 5992 17818 15453 13831 17757 12233 17150 10711 22901 21321 17683 23569 21 24835 17026 21026 12113 4130 16029 3905 18159 12531 24320 21674 14717 6971 345 22155 2180
(1423,1526) 10193 22917 15815 6141 17135 2162 16704 12721 23797 16812 12602 17808 15464 8696 1915 23100 12191 2876 3068 12081 24841 7713 1176 17407 10195 19740 2653 1325 290 4191 5108 10898 12274 7012 10253 11392 10539 9984 20125 19579 12643 11540 14399 18482 21895 3247 21271 6740 1281 2857 19237 18538 11575 9147 9244 3692 20410 23267 7663 12408 21270 22843 12018 19485 21083 15413 23849 23345 8060 15756 24054 11678 15801 1570 21049 299 15122 13884 10480 11344 3344 2970 12965 1121 9124 11706 7176 2805 20670 18721 9429 6269 5293 22224 9667 14009 21753 12801 3670 1157
(1424,19870) 308 8615 11585 8221 15586 13577 23512 24333 1397 9394 1284 24285 14345 8195 24890 10271 12101 11962 18729 20665 20677 14764 15012 14462 23087 22900 12072 14824 2362 16557 6901 20738 23934 19940 24417 10102 4980 23581 1153 4445 8423 20988 15345 6395 9462 4755 16016 3355 7245 6298 15698 13435 14296 22087 3352 14467 23937 24720 24260 2606 19574 20178 7112 20501 6448 14196 20545 22150 20262 24212 8882 14132 5853 7609 6391 3466 153 1414 24984 5938 18560 15899 20632 11771 16971 5315 10835 4277 3491 17605 20231 23700 8634 2869 11004 9538 14013 8469 18932 6693
(1425,10140) 12386 3910 11301 5016 11169 20765 14798 17134 15914 299 22819 18023 2867 16173 5166 17056 15098 6860 14558 6984 7157 1688 23574 5742 19328 13188 3831 14549 11685 17083 16862 19555 18912 13222 6322 3776 17995 6277 3030 9008 9404 10369 22446 7782 9396 2189 17342 5079 22095 8564 17425 15772 17629 24417 24292 6445 6435 2767 22322 17415 10519 9002 13134 12439 24110 16950 20429 2261 1660 7327 6077 24370 1061 23427 9012 20353 24556 3308 5257 6688 15397 16164 15081 10642 12038 3918 13401 2942 24646 9113 12373 6376 13509 6701 24749 22424 10949 18921 9635 12303
(1426,20435) 23520 20391 9906 16534 13121 12362 22566 1348 10813 23839 17245 2477 1555 8166 2914 9892 2626 6120 11987 2382 20626 5412 8673 18390 11773 14510 2551 15058 21311 12356 8152 20895 24415 12944 874 13136 19660 4138 6335 6119 2653 11594 3247 14438 4484 15408 4421 19480 5120 1717 12962 8531 6808 6188 914 19921 5872 22211 10517 8628 15690 12102 1756 12023 18782 19749 7018 19893 24080 21822 15929 9621 7832 15469 10154 18006 10939 5001 14634 22036 10567 17709 19220 12326 8534 14089 16175 18934 23702 12314 9327 889 17772 9600 19426 1702 496 15874 13035 256
(1427,11533) 11460 12114 3396 4676 9119 21816 18892 21830 11172 5057 4076 11818 6314 4020 4898 7979 20747 13961 11130 7588 19398 21528 4514 23097 7366 26 21301 12902 12569 9614 12836 18981 9332 4091 17501 15262 10519 22626 5596 11885 6052 21759 10112 14404 23972 3192 7771 21644 7767 13645 3824 19810 16409 17504 22755 9887 21454 14486 8706 21563 14973 24252 1512 16482 13255 8749 5606 2608 18088 11458 12977 24974 23009 11771 24440 23224 10515 3052 6623 3204 15451 2273 3078 25029 24738 10193 14571 3593 15113 2411 23733 3207 12527 9141 9125 10477 12202 20255 13012 12951
(1428,19954) 18906 95 20920 3269 24547 10194 23096 23097 24050 14379 4961 16523 14329 5396 21802 13980 22775 300 12109 1131 15166 2484 15748 17381 7180 8829 4628 22933 10155 19824 2138 1404 22660 22425 19365 3537 23478 16874 2102 15080 10730 21098 7438 18488 23202 12100 22808 6309 17476 11187 8769 5515 1372 17779 17773 11542 6881 1728 19869 20007 19934 13291 5252 5403 3952 5603 12311 17210 12196 12993 3364 11573 2488 21072 19773 874 16466 11816 17642 9147 18457 12805 1338 14948 13955 23409 761 8161 23730 8947 7100 10320 9333 7056 2024 18215 7114 14426 14346 12841
(1429,12938) 743 24998 643 1648 11473 2132 22860 18782 4966 14884 17016 15708 24910 19176 20433 16808 4077 9245 12350 14464 20667 23863 640 6031 6569 18047 12018 17560 16014 10246 6225 2988 2142 10106 8080 5831 13650 3176 13782 21906 19739 15452 16631 6073 375 7386 8790 2905 21361 11624 11455 12056 17628 2465 2946 21882 10358 3119 19673 20959 8411 11266 24853 15257 7250 11929 11894 15199 900 15110 249 23248 21265 13284 13863 5694 22650 22689 4653 19821 5628 947 24506 5460 7245 18765 1098 17659 5875 22754 2992 12599 7893 4664 23582 24997 8042 17832 21539 7851
(1430,6428) 16189 8252 24165 11870 12243 24611 2098 11021 20715 14900 11880 16148 18747 10472 11731 20954 11548 12843 19955 20332 18882 20441 2105 17463 19891 11844 4850 8765 14078 13261 20425 22467 4789 6205 4951 9808 21392 16291 4572 20880 18648 8175 21534 16228 2370 22426 12052 2158 2215 12131 4994 2571 23563 3972 16087 7464 7236 24234 20999 6618 2237 15024 12757 13561 24541 20665 2943 10260 3226 21199 8260 17865 22723 19734 10716 2392 25021 12469 2169 3067 17283 20087 19676 25049 6837 17911 17541 7276 5745 24657 3542 16075 1652 4930 6671 15625 13931 16715 8938 4805
(1431,502) 24827 16526 20482 32 19285 20429 10524 22123 2291 22089 22024 13948 922 12890 4979 19471 21775 11864 17357 11410 14309 853 15156 2750 23146 12417 4334 3155 2697 5871 17229 24939 18698 24405 5408 13416 16664 23119 6354 1148 3038 7362 25065 5328 2549 23617 20363 14704 15016 5782 5984 12627 7959 15824 6541 6693 5104 2045 21963 373 10506 2908 5138 16356 18759 3837 19654 10564 1614 24955 12195 7838 9403 13433 6144 4942 16440 1009 10012 24857 19058 18789 5385 18052 18412 9386 11589 15089 23771 3615 1079 11554 20948 23720 14619 15741 13045 23988 9747 9595
(1432,9159) 22060 25013 6593 13191 21230 216 7885 1029 9648 472 8427 5093 7207 13397 255 7418 11629 15259 4481 8941 2762 9315 13909 3910 11042 10749 12411 1787 12263 22844 3034 12999 7349 9331 12071 9124 7333 2585 14684 18020 12982 6543 17659 7167 10619 24869 4785 17225 8462 12370 16160 14221 12960 6810 19067 7226 20734 24038 426 17142 23697 8536 12730 1914 2263 12092 23517 7831 23180 12753 8725 16387 2340 11220 15495 3112 19433 8908 14978 6723 2367 21295 13824 3264 3528 3782 14633 8933 5524 3671 13604 24858 3235 20184 1362 19128 14496 19322 19138 10555
(1433,6428) 20115 24994 3239 8767 24752 10364 22358 18233 7020 8565 10304 15682 17047 16130 8107 11669 12067 24140 15554 21275 3515 22137 24764 10050 15235 19950 5456 9551 14881 953 8748 15957 6039 3828 15590 21539 11621 8486 3859 17510 6727 168 23683 12372 18841 10088 18076 7535 20363 5418 7551 5517 9824 9306 1617 21937 21687 14055 16566 20854 11020 12193 4309 20539 16105 22998 18468 16167 20415 14530 8749 4211 10285 644 4844 21633 12276 16701 15420 19053 21908 24771 10349 7740 24669 17587 3671 3129 497 1445 19293 18965 10804 17041 16117 2347 15461 414 22126 4804
(1434,9327) 1946 4254 9375 13174 20007 2950 9783 14374 19275 3779 19293 3714 3888 9098 13058 14864 22022 23034 11699 12933 6004 15947 9428 417 18159 22340 23716 18169 21974 11283 10853 18109 22223 22892 6625 23286 3634 4123 22416 1314 1513 13177 13074 1040 16162 9708 19232 3537 23817 11341 24671 21111 10332 9422 16272 24915 10086 4957 13839 19187 7675 6590 16580 14429 24658 17708 15629 20431 11003 7503 12357 3045 20705 10836 18372 21834 22900 21830 23200 20480 22784 19674 2785 18034 304 174 24321 11686 24245 17102 13317 7261 12460 11596 13112 6535 20329 3271 15289 12215
(1435,23824) 15219 2271 14716 10951 2703 2002 7530 11160 11395 3389 5247 4234 20523 9118 8023 5826 13243 18631 2866 4870 11803 13149 21342 3340 14960 18622 20281 1615 8172 22109 689 2225 14545 23663 5864 2599 4132 8061 887 18270 981 754 17638 3983 1839 654 18973 16132 11727 6920 11367 19135 12598 8396 14301 21402 4655 5532 10912 16397 10048 18748 130 5426 14929 8671 13173 4755 4834 23724 18467 3181 3842 24784 19525 13513 4766 19489 3850 8457 5469 7289 21865 5524 6460 16393 18148 2714 2701 1978 11695 21832 2222 23569 3395 15996 16581 8026 14737 5522
(1436,9939) 16608 4838 22074 12769 15878 2719 14806 14230 23133 2846 12256 23147 18742 10178 20251 19870 5980 10150 19908 24312 14433 2638 14461 1401 21363 4406 18075 8372 12755 23378 8518 24741 14151 2634 14900 10705 14202 12258 24277 13910 22473 9239 15813 8744 16149 5341 22180 22241 7003 10817 11175 9813 5604 18518 12809 9365 17315 17119 6916 21191 14943 2460 22746 21570 663 22181 8359 8085 13888 24356 23226 11971 22530 18193 10149 18442 16087 14311 8997 16966 23665 13108 15192 19453 91 17945 11214 1160 4528 20910 15771 16140 23690 4357 16427 12448 16448 12054 21452 10678
(1437,11445) 8951 1457 4827 14663 12890 19342 7289 2462 21773 21047 9837 9140 23831 974 19721 12877 19841 7547 20394 5270 5014 19175 19098 13720 16531 15092 9741 1335 5235 18300 10782 24706 23023 5164 24855 19313 14794 20666 13581 13967 15821 23691 20086 16393 7156 10223 24280 8281 23591 7589 6857 2083 19091 12191 20819 12675 4145 17257 17517 17416 2850 23042 15594 15964 13706 12078 24513 24221 8833 11717 13018 870 7359 2230 5790 434 15676 2489 13530 5743 1413 10545 21502 16839 3762 23428 1883 13178 23286 15362 18749 22882 21229 20402 12021 5104 14000 20183 11563 16537
(1438,20715) 22849 15862 18572 10948 5482 14724 13922 7588 19358 23667 13634 20260 10731 8965 23193 10658 22676 21555 7191 11071 10495 8033 13729 14852 19008 20852 14813 16305 5507 20446 21805 12828 21250 9 24793 18201 11877 17848 2526 7318 8120 14377 13912 20049 11582 5123 13089 22305 4401 12106 3199 5480 8598 19977 682 4119 23851 16448 6110 6713 2890 16605 24525 24034 9319 6058 22839 11056 8707 121 9158 18345 21456 6420 12773 16738 1548 20257 145 14616 17653 24092 7594 6179 22243 19875 4165 18937 17500 3399 4664 24914 8497 5207 19542 11520 3211 7983 9801 23959
(1439,404) 503 19567 6620 3853 23673 20940 5214 13124 664 8411 811 2796 22015 20650 7680 7185 16743 16107 3129 1863 19382 17724 2946 5389 8450 10738 3423 7254 3022 18817 3865 648 19828 22094 7141 8191 3461 9286 14802 1506 13678 16765 25036 4007 15706 16232 1819 17289 8640 14951 20716 20464 9409 18536 560 19875 11865 2164 11437 9051 18759 12622 17508 5823 21809 5878 19192 20486 10462 4352 8673 24665 8172 6226 23636 10429 16517 23759 13165 6695 3502 7537 22485 19635 1524 12163 17661 19933 22363 24489 3425 23895 22848 12137 9141 1266 5697 19587 8721 2749
(1440,5495) 13043 6972 9555 7255 15589 5203 11232 6994 13141 19479 10209 15550 9860 3460 15663 23586 824 11868 13152 5155 5738 11884 23223 3624 9738 17996 21456 16459 18252 19326 16558 20289 9859 20094 10606 14304 24971 5914 13834 4871 19705 24924 21113 20410 19540 663 982 572 9006 6197 5442 2359 17427 24343 19057 9886 13314 16580 974 21225 23236 16693 10800 17824 13819 12519 24357 16804 4994 7313 469 21918 3272 17408 22819 12932 14455 2303 24319 4375 19205 3169 13172 17693 13905 9757 7241 12590 18069 6793 12935 20016 16484 12228 9251 17881 5453 16375 12809 6965
(1441,20606) 18784 12175 14664 8051 15947 17281 9006 18450 15445 8949 20404 2232 7476 8248 16233 5939 3627 17860 9247 22933 11706 8105 10154 15714 13954 13516 9940 18339 19843 12440 7151 1791 18393 13700 10793 14547 10148 17765 23292 6302 6162 22221 3203 1678 18596 4533 12667 7653 17514 6444 12594 16147 20810 8362 9439 15910 1850 12673 4432 7458 11248 10168 8898 6133 16744 6435 921 13609 18268 18419 21009 13927 14162 6239 9579 23595 9208 8025 22296 17212 15045 24637 9959 19537 9581 5320 2455 13158 8205 2651 14256 16771 13131 5318 12495 1375 11869 6913 7027 19394
(1442,7698) 19365 14315 5644 987 9161 18328 11304 1704 13896 8461 21311 24151 1486 7225 13023 17152 17443 12894 7224 3141 16135 13505 22158 826 3387 19201 9791 18060 11194 3968 2589 537 17452 8269 17528 23626 24472 15810 19374 22546 22353 17511 18451 1075 14993 2587 18798 24883 18423 20218 19 20050 13001 15988 24680 11630 22614 7852 4506 17565 10217 17635 8372 3256 21597 3058 22727 13031 12020 15602 18649 12987 9815 8816 4931 9137 15741 5754 2052 3824 11082 3195 19839 15451 369 15452 10058 16514 4733 4627 4613 902 6709 3038 3929 8796 10101 13973 1507 19369
(1443,22001) 11773 17207 18204 21081 6229 5897 1641 4667 2072 24518 16319 23216 16283 8717 16960 13813 19330 24958 8796 12291 9080 18329 14055 22995 24779 524 15058 11507 7344 8452 3517 23738 2512 7151 3261 18514 18126 3499 16354 11870 5151 19386 20507 11380 7442 16502 4389 23039 11025 11799 19680 18784 2111 8722 20882 17570 9284 12080 12050 16191 16356 74 6220 17927 7551 4197 9196 20442 15988 11374 18317 22039 6218 1195 14090 17865 14035 136 10837 10376 8610 20982 17506 18828 15152 16359 21528 16408 2493 15605 21687 22526 4188 18348 23426 14022 15389 20300 11608 11812
(1444,23480) 11802 11417 12430 9944 6869 11184 15760 5327 11337 14732 13321 24428 11355 10284 12363 17438 829 15590 14759 2001 22049 15113 19889 9947 7154 6313 16233 10865 7999 12702 20525 10572 9721 1997 7971 17505 13662 18474 19127 7097 4316 15291 24507 1580 23297 13315 11777 6973 17415 7686 17724 7124 5635 20326 2626 6872 15808 11204 7885 12967 12401 24659 6829 285 21054 9837 10858 23320 4345 8966 24692 15717 5809 13240 1301 6873 2394 8821 24947 6031 17864 840 8026 9041 21045 651 9873 5401 5191 23751 8750 915 7762 20218 21704 6369 17538 24803 6174 6359
(1445,8651) 865 16742 14619 10925 8245 2393 14989 5405 17009 19550 21916 555 12049 20113 8526 767 10481 18630 10002 21978 11062 3564 11086 2461 3938 4792 9240 8771 2987 3572 20410 17362 23758 19502 5633 10338 18628 4521 10362 15619 1064 16771 21232 8069 6219 6571 7963 2481 20673 10646 3861 13197 1418 9518 14634 10211 11577 3563 5781 18801 8882 8917 17394 8786 16393 15852 12379 7698 23989 11817 13682 152 21200 20862 18018 20633 7713 10609 3586 22254 16269 19706 18539 19246 24786 2515 13566 11253 21147 22777 21631 4929 9784 2552 14770 8334 2640 23517 18244 19539
(1446,20216) 5141 904 24933 18754 1532 3546 3035 17699 6226 2261 4373 5237 15055 8339 8592 20664 12897 24823 19281 796 8022 4969 14859 5618 5703 16984 8928 15664 12197 10516 19270 20507 3268 13145 20161 5968 10374 7885 12341 22764 9835 16498 23927 4999 16501 978 20857 15293 13329 5743 8992 6914 12455 16685 15047 10784 14423 17796 3435 7089 8041 11643 12185 8397 18279 8633 8330 832 9256 4065 22862 11641 4154 20753 5906 5139 22058 9944 23922 1430 15909 17617 16090 3408 18755 20595 15891 5148 5761 18760 11222 18024 632 24752 8855 5974 3411 19017 22370 21046
(1447,4203) 5089 15993 24746 6598 23451 15022 6123 4797 23193 2646 1123 12567 5439 19628 8658 2437 2444 2265 9579 9651 2625 168 21461 12624 16041 17406 19215 12594 9197 13940 16573 21281 21566 366 2602 7386 8720 10533 7317 19613 11534 6333 9288 15055 7790 17932 8750 16930 19621 17120 13771 22978 4577 19002 4651 1969 742 21672 8408 24793 2724 6506 15915 14695 877 4367 3704 8555 20825 22225 12192 4495 21426 19906 9236 4845 15886 4163 9705 2316 8497 4245 21708 12333 6992 21857 13147 20650 9154 8872 1128 7263 6251 23184 20958 17270 4929 12321 3435 22525
(1448,10420) 10756 1238 2830 24111 2732 11060 5580 19096 6339 3386 21563 16916 7211 3093 20829 15342 4660 10404 9379 21109 10431 6817 1321 19410 13964 4231 15177 7395 10525 20129 11872 21976 5906 9086 12031 4928 1201 4738 20872 3324 12851 9054 15981 7401 8943 6126 3161 22897 254 11301 819 1264 3850 9149 22080 17682 5498 11897 16663 7719 23770 3893 14000 3695 22661 79 5296 4782 3450 20807 1300 19797 19102 7644 9979 20283 11964 135 7846 3728 3124 5124 15184 15978 6141 19767 16188 11776 1981 855 10505 231 731 22009 2568 8454 23334 12032 24279 16924
